,customer_id,article_id
96,01b855043167c672d20955a585f39f590a854238bd78149d4e0802362a40d2de,['0581213003']
97,01bf0506fe8bb4b830a2b0a4459f11565f6b687c615008cdcd59b3abf6df4bd2,"['0573716039', '0573716039', '0690478001', '0690478001', '0680374001', '0680374001']"
98,01c290bff9641834691fef7f4b68ad176353d6971ca85e22efeb92c3aa3ffd35,"['0714417001', '0657395002']"
99,01c3653cafdd569ef34e36810d1c1bda71c0d425e568278d0cfe05cfb6604a1a,"['0244267032', '0630672001']"
100,01c8cb2f730cd7253bd3e290d98823894222b305139631fc0471d8d0b3a4bde9,"['0537688014', '0214844001']"
101,01cc2111fdf0603337bf82c79130e2144248bcec1a69cec7e28af56c0c78a4da,"['0427159007', '0628788001', '0617036001', '0611415001', '0679494004']"
102,01cdaf4a8603d1aafd565d05a7e1013d1cca48ab378fa83a68cfe01b52874852,"['0669056002', '0536162002']"
103,01d106a0b45ae7f169b3233d332bf325c80c24d4d160edeccf7d70905077fb86,"['0506110001', '0632143001', '0632143001', '0673462002', '0677848003', '0677848003', '0692454002', '0685687004', '0573085020', '0573085020']"
104,01e464bf74b13a55df22de1528eff2b33749c0cd92953b62bd22dee2de17d1fd,"['0604349001', '0639552001', '0519583008', '0539878003', '0448515018', '0448515001']"
105,01e9439a70175b81a0fcfe7c066a23890a57ca97b9b6d4209b041dfaace79f3e,"['0687169001', '0581777008']"
106,01ef5256e6264e9d50b11a08e9cfb2f2291324fedb4140cf7b4ad070548ffd8f,"['0660497003', '0660497003', '0661308001', '0661308001', '0630324004', '0212629040', '0633109002', '0583351005', '0220094001']"
107,01f0287961a0f7453c24e6aede462f55f667e705156f1e8b22c70a65bf51abd5,"['0635425004', '0505071001']"
108,01f040495565a44cbee048d8a0340fe1ba46243565d634a9a574c69fa4b01ade,"['0630116011', '0619506001', '0630116006', '0567993036']"
109,01f0af0b062a155ce270aa4cd7420795b115dd9320c143eaa10213f13ba346be,"['0639525001', '0728162002', '0728162002']"
110,01f597f5eba83f9709eceb5a70a99f3a4009a6e827bf7293afa4211030a29fa4,"['0657497007', '0625773001', '0625773001', '0625773001', '0674336001', '0674336001', '0456163026', '0456163026', '0456163026', '0676954001', '0676954001', '0676954001']"
111,01fbe7968ede05b116c4d878d47ed4fd33db355c4b3311c2967858f059a65dde,"['0626168001', '0583976001', '0558428001', '0636420001', '0587229001', '0650578001', '0636418001', '0188183009', '0608952004']"
112,01ff82d2792db8d2f92caa1e934fd6a122117f99a47f500ed25e550b7e066362,['0594630002']
113,0200775b1e95937f4711156d1eccaff5c8d7f7627ad6ac7aa941ed2ad28ab693,"['0619739008', '0647182001']"
114,02042b44255a14412b92f126844f9b33518e2cd598dc36d89d9931907e966076,"['0578846001', '0522398023', '0678073002', '0272591016', '0626410001', '0578846003', '0625939005', '0628930004', '0630450002']"
115,020bf2b7e1b1d36c8b7ea7e09782d5cfc7d4c31a74066075a73ac6015ddf5122,['0662857001']
116,0218014619321c250395c5cb9bc9f5323745113f61f3a136da2f3762df5930c9,"['0675281001', '0675281001', '0663368001']"
117,0218e0970319a0f68ebb78a6cdfffb8ddc461d0d02eeb8e8ccf02287ceb05807,['0649057002']
118,021bfdd3e66576efce4fdffc66c8e7837abad6ac50c10d3ac2c912e5558efd8a,"['0685687001', '0685687003', '0685687004', '0685687002']"
119,022064800152ad93969188799580e0d2173bc7696f6deec3157f0938315410b4,"['0545258004', '0556438001']"
120,02245dbf97e78482e7b6f23ab4fbc7d445ec57ddb9930d4b23d03b1a1e4af97f,"['0608952004', '0667378002', '0667379002', '0556655002', '0687427001', '0596278006']"
121,0229e18d3fcaa6a95380a822b4edc611e7933dab4382979b97d502cb477b0ff8,"['0637515001', '0675827001']"
122,022b4a549932e91686ed9cf3ffbacc2422343f5bc050127db1b23f6a3e5bf020,"['0555470006', '0667697001', '0354246011', '0564929005', '0418545001', '0583448003', '0418545036', '0672054002', '0453239044', '0667697002']"
123,022d28daa94930566e6139ae25faa966bebd5684cc486c59588d7e9b92262c50,"['0622192002', '0622192002', '0538142004', '0622192001', '0622192001', '0538142008', '0648994001', '0399087010', '0658295002', '0658295002']"
124,02334389c86031bc841c43b000006162d3bdadd0a88acd650eaebdb3f1beb9c5,"['0603145003', '0464297007']"
125,023807eac529e635ef40b48d61685876c7487d129eb2384e3c335d8f66116874,"['0524825006', '0524825006']"
126,02389a26fba684b9fe51d6fc3f84d10614dde2d5bb9c72f5bfd4c7f2c277aa30,"['0569997016', '0572533005']"
127,023b48de81f6af9de6bef17e720e3873ce40df3f561c975cfd47eaef5f13d09d,"['0621760005', '0351484013', '0351484013', '0351484013', '0567729004', '0567728006', '0651863004', '0559630002', '0609719003']"
128,02425a33ee2b4d547b1e4ca9ea521759a42f896af933bfd132f488ad3b6cceea,['0665477002']
129,0246a0d28554496c1214de05bb45de56d41ba29bc356d79a7ce520aa40d7c2e6,['0612636001']
130,0247a4cfbe56ac5e1c0b5a91b0ab0aad812f6fca13d4fd7dd72cf870d4195ec0,"['0618840005', '0625034001', '0659124001', '0659124001', '0629826001', '0618840001', '0644706003', '0493103005']"
131,024cd49f530560442418b0fe9558ee9a79c62809b3bb3a6fbaaf04c2b9be9d2e,"['0704048006', '0656686002', '0676326005']"
132,0257cce57bcfd65d958d44d09bd52c80b07b5a5aee9fc625599b6c13ee4e1b9e,"['0685687004', '0667491011', '0601595003', '0519583015', '0400285006']"
133,02587f4f566315388f44a3daaa4525146d79d5ae6b2837cbf55591ec1512884d,"['0661645002', '0549607002', '0663732001', '0575004005', '0583351005', '0677664001', '0677664001']"
134,025b18696068392821f083b1eebb31dee1f6704f243f909c025dfacd075bdaf2,"['0156231002', '0156231001', '0156231001']"
135,025d110f771f9d4bd41abd0fadca58b1be1553c895c7f6b0e79a13dd1d0b67aa,['0657891002']
136,0263bfe4004755185ded376e186511eedd9f5a190144ac6699fda9cb038ad178,"['0508837001', '0634015009', '0664325001', '0477163001', '0634789001']"
137,026a1fb8bafd82f69183ae5dc8aea146c48c31d8ab03a3e711a9bc3fcec3a4b8,"['0399201023', '0399201020', '0399136009']"
138,026e959b1715d59d827c377bd1f9ee4464e105695241a2f4053385d036aae6a0,"['0666223001', '0543141002']"
139,02703e242da346fc85f1aad21208d1103e62e705564c81ca2b6edf943032320a,"['0628813002', '0629764001']"
140,02722fa427178b9ca33fdaf1050d1c15472432abd33e0048207701534feb5b20,"['0571436009', '0407663008', '0342034003']"
141,02735a7da462484b0adb3857a81a6a062dd37d18a716a47318c467ef2a96f9f0,"['0607788001', '0610787001', '0658013001', '0580853002', '0629912001', '0614734001']"
142,0274e757cd770c98113d22951237e9dd035fa27567c5d521987222af2e0f9592,['0675139006']
143,0277917f4faac280023baecd03c3790b951a9403085da13631983b6c3d7eced0,"['0686269001', '0633130002', '0633130002']"
144,027a44c9bd659ccdf287096ae82a20eb5e28d6e54f2685d55323530640c7fece,"['0651793004', '0626441007', '0555347001', '0651793002']"
145,027dc9299f3cd24a1b30fa3bc25dd619993f7e49e231debc3f256efad523407d,"['0580482004', '0643588001']"
146,028c2fb1495304ccc3208d8335ec2fe8fcfe19b47bb279df6a9bdb410332a082,"['0648968001', '0648968003']"
147,028e765770e7b56b22210ffee86c332e849a52309bb253d62da0b44d082d66bf,"['0507910004', '0522918034', '0637255010']"
148,0291b7341d510fd571abf640a3c5ca7a374e6eb832a60961da02033b41b66735,['0656121001']
149,029ceb992cb63df03c109790046e3fdebfce0b63c968823dd461b7f18ecc6b30,"['0637255001', '0637255001', '0692454002', '0692454002', '0684588001', '0543729003', '0543729003', '0506110001', '0506110001', '0578311001', '0657128001', '0656719005', '0656719005', '0656719005', '0660618001', '0660618001', '0696447003']"
150,02a02c0969c67adde90ede610a54b365c31187872585eac40590c7327ebd7783,"['0657395001', '0699566001', '0660712012']"
151,02a5fec03154399f739b4f8fbf1a43a9899fbbb24fd93cc9fd4674cab11cda8e,['0653032007']
152,02ac1b454f4854ea273f870e32fa8f59faf2e46e0c24aecd45f44d8d06e98bd7,['0568066001']
153,02aeb94d25610a3887b078c7eaf7d1196d0f041719ddc02ada82395bc05825fd,"['0573626001', '0648385001']"
154,02b3db570d4063d8005de2fe1ba4d6fae39795dc37a993f0f6fba313f9a2a744,"['0624512003', '0558427001']"
155,02b4b6f6e43c3eccd8b8889330654519ac3c55e5fc2ec36091a416ec6471d9c6,['0672890004']
156,02b50a52742b3a894cd5d1381bd3f462c3e6eff30f9dde8640b3697db2fd024a,"['0639976002', '0613826004', '0568597009', '0639976005']"
157,02ba264ea5c7130504924f49228bcbaaa9ee96b76a6b4b0a16e19e691cf59f7b,"['0651327001', '0682028003']"
158,02bfe1a5248beb9cd28ad4ac630a6d75e78d9a3e14551abee7a5a28d5812ea77,"['0668767002', '0685687001', '0685343001']"
159,02c13bb5a2502db80d1f18b7db8ac0e250df329ba2b4aa0ea64df812ef946d2e,['0639677001']
160,02c92ae97b966ec20080b6b2d15ffa768c8cbaceee45c329e89a78526b357f7f,"['0619075001', '0617878003']"
161,02c955452f97696cbb01186f456adc89f7dd9828c6e39012c400fd26cbda47b2,"['0590165002', '0500780006']"
162,02cca9fa806e222df1332afe49102f67cc35970a39471d4737c770e94e5dc492,"['0714373001', '0684890003', '0684890003']"
163,02d2cf9bcef0d10ae22bba38ee25c0192bc41d9a45b46ceab7467ca5a43f63c6,"['0399136023', '0518329007']"
164,02d37b5d9116efbc2dc6420de3b30376039e2af283beadcba3afc936e41ae715,['0684686001']
165,02d796ea767fa2e94fc6228fe70d8af1a570da973c32f7ddbe7ac747ce4a6666,"['0633130013', '0552471001', '0552471001', '0564358010', '0633130007', '0633130015', '0575141001', '0575141001', '0393447015', '0393447015', '0575347003', '0602409006', '0634037002', '0634037002', '0634037002', '0372576011', '0372576011']"
166,02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,"['0316657008', '0679059001', '0684238002', '0680912011', '0555364003', '0635957003', '0571650001', '0640556001', '0662628001']"
167,02e45757a6bc483ef7a9d086c3800bdab53ac1cb9840cfad4381d4fdea7820bc,"['0579541001', '0662868001', '0660599001', '0537688014', '0676990002', '0537346024', '0637515002']"
168,02eeb7d86c6d8dd801708091ed48bd654940c403ef12cfc10e4abc5eef90866a,"['0589924005', '0638553001', '0638553001']"
169,02f10c94c36c9f8d06ca2fccb131f8579cbabd1e3fb90c64ba799ad6222ad600,"['0552826001', '0631744003', '0651244001', '0621381011', '0592172007', '0573085004']"
170,02f3b09da6d49f6fc29547e4988e34eb9e0406cc53bb52d2ecf3b77e9e741a85,"['0409730006', '0640251003', '0659381001', '0680187001', '0649323001', '0651863001']"
171,02f64c00a1c75904920d7d0ce06c85dc30ce93b14147db8826fab00ab1d7a1f8,['0674079004']
172,02f6cba4ca8942ae995a5723a271ac967a3b51973fef556ae6eef56e6a2454f1,"['0554450001', '0519583028', '0554450005', '0554450004']"
173,02fb616160a91e306ff84ef3cd1333f0cd7d364df06d6746d5b313af7ff7be7b,['0565373002']
174,03023b630d51f53fcfebbbb0182e20a51de1b0463a85e9b5eef540ceefa95434,['0685687004']
175,03047ce62398549486db59baa6ae4b75f1f34d2e5ed2c61ed4622d5f938bafb5,['0610662002']
176,030654e7a0c6b286996114368a92fd411cfa5f9d4afcbf4086b512b8b1fe6fd4,"['0549914002', '0575464004']"
177,030b237f78cdd4df9a13c92900a82db7a18afc7556f2c1e643bc008f0bf38ff8,['0610730016']
178,031087414c01a0524b5c9d121b98ef5a93f240db16392302bda5bb1e5e7bfb4d,"['0628466002', '0604349001', '0628466001']"
179,03126e45c08e82cd192b32cbddbeba63387e11e5531059d1e75b74a422f373b1,"['0378124009', '0378124009', '0573652001', '0630116002', '0663003005']"
180,03167db14498eeec75153c7e582f25925eeb861ce3e04be9b3b58d83d23559a0,"['0661610001', '0665477001', '0569974001', '0557246003', '0600229001', '0562245059', '0501820008', '0613246002', '0557247003', '0562245034']"
181,03176a1445de4730c2ca5d514c3ce2182972ad42dfae65f4549778a2e918a7bd,"['0617620001', '0671011001', '0549914003', '0612075002', '0642631003', '0635741001', '0534357005']"
182,0317efd288c703a2531d89567ac2c28321ef8a613b5d2485430c94633b37ca51,"['0428291001', '0654436002', '0507987001']"
183,031b1633a7b3df1b5c63487b254981b5dd3606d8d643e99345221577cf581fee,"['0624486006', '0662592002', '0624486009', '0591088001', '0625939013', '0625939013']"
184,031c4471e23612911bc9a372edfe3c50847aceb7d620b1d8c26d468cac10ed59,"['0618180001', '0537085011', '0575836002', '0613942006', '0647190002', '0619580001']"
185,031dacb19b2f7003ccc838290d15c933ecf916503c428c9205ed036373758415,['0479227020']
186,031fd5c927a91eb96dcc6446e57898bac8992494520c61f1e69f4fa46e57fc0d,"['0591334003', '0637673006', '0399201024', '0399136009']"
187,032046d984f72fe8d5b3cb151932c5c3f5c9f67e6b1c619dabae39c684280519,['0632143002']
188,03264406f2f5ad204e822bf1de35bfd78a254b7ebfa7436a1fbb2dd6702cad3d,"['0631536007', '0552617006']"
189,032bfa2ee5ed4729cb92b26f029bf391e24ffd9d82040420b10514fb26433fa9,"['0658298001', '0464679003']"
190,032c1158bed8eaa884e982247bce6ba12fbb46cc96db37f890363d5565443d65,"['0474088001', '0255396006', '0646592004', '0702072001', '0510126016', '0516712001', '0658030001']"
191,03337ab0f54594f4ce96bfa456869d2d01e4fd99b49f07039462737375a3916d,['0666006006']
192,0333d9ba2d726a88e105f58b664d0454ee8c3eb276c033241b31cabb69d522ae,['0666638003']
193,0335a03da8ef485dda6f0a3d38fd1a10f15a87f82f2ccdaf97fed2bbc4ee47f8,['0672590001']
194,03392e608ea301ba185fbc96db65586ac9b7cddb17314ac38dea3f47a66ad448,"['0622295001', '0622295001', '0358483006', '0568863005', '0532578008', '0684400001']"
195,033ac0197a68724a4a1e2cd17910b8bc1caf97794624c5e965ad6b27b893e0ce,"['0555102005', '0555102001', '0591201001', '0562820006']"
196,03489cb329eeb471615a9a93c47aea3385a35bda120f1b66c2d58057550e0cea,"['0634015009', '0564786020', '0640021005', '0567993015', '0622618004', '0560270010']"
197,034f0c7ca393e5fad0a9d12f71c54e346fb65e9fcb2df69c081eec1e554307a1,"['0685687003', '0661162004']"
198,0352a685354a244ea57ec3a605fc4e4c3c84b4c708ea38347d90ea7564e7ace7,"['0622961001', '0615042004', '0519583015', '0561445026']"
199,0356c9f8f93ae3fac95c183d72bcc0730545b1a31732ed7086619496fc21f656,['0632534002']
200,0356f9016af790146e57d6da4ec0a3d8a4fc35380c22c2c2db11f89a7d8368e0,['0684890001']
201,035c146b4e3425ded9f666567f8e1f3b75f586988181b026ee98a1c790e51a97,['0638494001']
202,035f7a644366318ba089234153ff965dac19d68c607a9b87b47e19336b679b06,['0507910001']
203,0362038f50febc46a92c40379e85ba865535855c7e863384aebd5358d556d1f4,"['0495864003', '0703193001']"
204,03688ec91eaf4d8569ec00a450567f829e122b7a368ce6acc390c4685542d5ca,"['0567594001', '0537901001', '0653567001', '0567475004', '0567475004', '0588155002']"
205,0369aeafb7efe22cfa0fdf8290ee7ca3c2d53a54005b8c3f7ba60b1d365c3e9e,"['0645065001', '0637515003']"
